age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response,gender_new
44,0,8,27,2,13.3,1,1,6,0,2,5,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
48,0,17,297,4,66.9,3,5,21,0,3,5,m,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2
49,0,4,89,4,45,3,2,9,0,2,2,f,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1
42,1,4,24,1,11.7,1,3,1,0,1,2,m,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2
34,1,3,17,1,8.3,1,1,6,0,2,2,f,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
57,1,2,16,1,8,1,1,26,1,3,3,m,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2
46,0,16,46,2,23.5,2,1,21,0,3,4,m,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,2
31,0,12,43,2,21.8,2,1,12,0,2,5,m,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2
43,1,13,40,2,20.9,2,3,1,0,1,3,f,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
37,1,11,53,3,26.4,2,2,12,0,2,2,m,2,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,2
25,0,2,16,1,8,1,1,0,0,1,1,f,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
59,1,7,109,4,54,3,1,15,0,3,4,m,3,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
62,1,11,80,4,40.2,3,2,15,0,3,5,m,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,2
48,1,11,38,2,18.7,2,2,15,0,3,5,f,3,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
30,0,10,32,2,16,2,4,1,0,1,3,m,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2
43,1,14,65,3,31.7,3,1,23,0,3,3,m,2,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,2
38,0,7,53,3,25.7,2,1,16,0,3,4,m,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
48,0,19,41,2,20.2,2,2,4,0,1,3,m,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2
31,1,4,223,4,68.5,3,3,9,0,2,3,f,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
24,0,4,21,1,10.5,1,2,0,0,1,2,m,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,2
63,1,24,90,4,45,3,3,19,0,3,1,m,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2
57,0,9,96,4,47.5,3,3,6,0,2,3,f,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
46,0,21,40,2,20.1,2,4,1,0,1,2,f,2,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1
34,0,1,40,2,19.8,2,3,9,0,2,4,f,2,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
51,0,29,86,4,43.3,3,4,12,0,2,2,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
62,1,28,235,4,79.3,3,4,37,0,3,4,f,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
36,1,16,84,4,42,3,2,13,0,2,3,f,4,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
41,0,4,109,4,56.1,3,3,6,0,2,4,f,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
31,1,11,40,2,20.5,2,2,8,0,2,2,f,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
33,0,5,46,2,23.2,2,4,2,0,1,2,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
56,1,32,39,2,19.5,2,4,8,0,2,3,f,2,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1
21,0,2,16,1,7.9,1,3,0,0,1,3,m,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2
44,0,17,69,3,34.5,3,4,12,0,2,5,m,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,2
34,1,10,95,4,48.1,3,2,13,0,2,4,f,4,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
41,1,7,117,4,58.9,3,2,17,0,3,3,f,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
45,0,9,62,3,30.8,3,2,22,0,3,4,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
29,1,3,30,2,15.2,2,2,3,0,1,3,f,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
50,1,28,252,4,73.4,3,3,29,0,3,5,f,2,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1
38,0,3,58,3,28.7,2,1,18,0,3,4,f,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
66,1,33,9,1,4.4,1,1,4,1,1,3,f,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,0,13,26,2,13.5,1,2,3,0,1,1,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
69,1,6,61,3,29.7,2,2,21,0,3,4,m,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2
40,0,14,55,3,27.7,2,4,4,0,1,2,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,2
33,1,11,33,2,16.3,2,3,5,0,2,2,m,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
31,1,7,25,2,12.3,1,4,0,0,1,3,m,3,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,2
66,0,32,202,4,78.1,3,3,30,0,3,5,f,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
55,1,22,121,4,62.5,3,2,30,0,3,5,m,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2
36,0,6,20,1,10,1,2,0,0,1,1,m,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,2
59,1,38,10,1,4.9,1,4,6,1,2,2,f,4,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1
39,1,8,91,4,45,3,4,8,0,2,3,f,4,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
37,0,12,29,2,14.5,1,2,5,0,2,4,m,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,2
26,1,4,19,1,9.5,1,3,4,0,1,1,f,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1
56,1,28,279,4,72.6,3,2,34,0,3,4,f,2,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
44,0,19,24,1,11.5,1,2,5,0,2,4,f,2,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
25,1,5,20,1,10.6,1,2,5,0,2,2,f,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
43,0,21,107,4,53.7,3,2,22,0,3,3,f,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
30,0,1,22,1,10.9,1,3,2,0,1,5,f,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
27,0,3,106,4,51.3,3,3,3,0,1,1,f,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
51,1,19,40,2,19.5,2,4,0,0,1,1,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2
24,0,5,33,2,16.4,2,3,2,0,1,3,m,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
51,0,16,58,3,28.6,2,2,0,0,1,3,f,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
52,1,16,440,4,72.8,3,3,24,0,3,4,m,4,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,2
47,1,24,100,4,51.1,3,3,23,0,3,4,f,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
51,1,22,126,4,63.7,3,2,24,0,3,5,f,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1
44,0,24,32,2,15.8,2,4,3,0,1,2,f,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
28,1,6,50,3,24.8,2,4,2,0,1,3,f,3,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
40,0,16,20,1,9.6,1,1,0,0,1,1,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
39,0,14,28,2,14.1,1,1,2,0,1,5,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,2
31,0,12,35,2,17.1,2,2,2,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
54,0,33,25,2,12.2,1,2,4,0,1,4,m,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,2
52,1,14,23,1,11.5,1,1,3,0,1,2,f,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
38,0,7,51,3,25.1,2,2,13,0,2,5,f,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1
39,1,17,29,2,14.8,1,3,0,0,1,1,f,4,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1
37,1,12,23,1,11.3,1,4,5,0,2,4,m,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,2
27,1,4,32,2,15.8,2,4,2,0,1,1,f,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
38,0,12,31,2,15.3,2,2,0,0,1,2,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2
35,1,9,23,1,11.1,1,1,0,0,1,1,f,4,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1
66,0,18,20,1,10.2,1,1,35,1,3,2,f,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
45,1,6,73,3,36.2,3,4,17,0,3,5,m,3,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,2
26,0,1,81,4,40.8,3,5,0,0,1,1,m,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
23,1,0,16,1,7.9,1,2,2,0,1,2,f,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
45,0,20,153,4,77.1,3,2,23,0,3,3,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,2
50,1,15,132,4,67.8,3,3,27,0,3,4,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2
30,1,9,113,4,55.4,3,4,2,0,1,3,f,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
65,0,6,66,3,31.9,3,4,29,1,3,1,f,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1
63,0,40,97,4,49.2,3,3,30,0,3,4,m,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2
46,1,7,98,4,48.7,3,5,20,0,3,3,f,2,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
38,0,5,35,2,17.5,2,2,9,0,2,3,f,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
36,0,4,70,3,34.9,3,1,9,0,2,3,f,4,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
30,1,6,40,2,19.6,2,5,2,0,1,4,f,3,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
28,0,5,21,1,10.3,1,2,6,0,2,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
32,0,4,18,1,8.7,1,4,0,0,1,3,f,1,1,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1
54,1,31,133,4,65.7,3,2,26,0,3,4,m,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
38,0,10,39,2,19.5,2,4,7,0,2,1,f,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1
61,1,15,674,4,74.7,3,2,41,0,3,3,m,2,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,2
29,0,8,30,2,14.8,1,5,2,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2
27,1,1,33,2,16.3,2,3,6,0,2,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
44,0,23,106,4,52.9,3,4,12,0,2,2,m,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,2
49,1,21,34,2,17.1,2,1,5,0,2,2,m,5,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,2
51,1,3,107,4,52.4,3,3,21,0,3,2,f,4,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
46,1,13,62,3,31.2,3,1,22,0,3,4,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
62,0,10,362,4,73.6,3,2,37,0,3,4,m,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,2
27,0,1,26,2,12.7,1,2,4,0,1,5,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
22,0,3,21,1,11,1,4,0,0,1,1,m,1,0,0,0,0,9,0,0,1,1,1,0,1,0,1,1,2
19,1,0,16,1,7.9,1,2,0,0,1,4,f,3,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1
46,1,6,54,3,27.4,2,3,14,0,2,1,m,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2
63,1,15,26,2,13.2,1,3,0,0,1,2,m,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2
44,0,5,62,3,31,3,1,6,0,2,4,f,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
22,1,3,76,4,37,3,3,0,0,1,2,f,5,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1
30,0,1,28,2,14,1,2,1,0,1,2,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
59,0,32,211,4,74.2,3,2,36,0,3,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
58,0,35,151,4,76.9,3,1,38,0,3,5,m,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2
49,0,21,119,4,60.8,3,1,28,0,3,3,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
41,0,3,30,2,15.1,2,2,7,0,2,3,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
52,1,19,137,4,68.7,3,2,26,0,3,4,f,4,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
26,1,6,23,1,11.4,1,3,2,0,1,3,m,4,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,2
69,1,2,83,4,43.2,3,3,15,0,3,5,m,3,0,0,1,0,8,1,1,1,1,1,1,0,0,0,0,2
47,1,8,34,2,16.9,2,1,10,0,2,2,m,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2
39,1,14,58,3,28.6,2,2,5,0,2,2,f,4,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1
37,1,7,67,3,33.8,3,2,13,0,2,4,m,2,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,2
41,1,15,165,4,82.7,3,4,16,0,3,5,m,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,2
19,1,0,33,2,16.7,2,2,0,0,1,1,f,4,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1
46,0,19,83,4,41.8,3,2,14,0,2,5,m,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,2
44,0,3,32,2,15.9,2,2,0,0,1,1,f,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1
31,0,5,32,2,16.3,2,3,3,0,1,1,m,4,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,2
39,0,5,68,3,33.6,3,3,18,0,3,5,f,4,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
27,1,3,75,4,37.4,3,5,0,0,1,1,m,4,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,2
42,1,10,26,2,13.1,1,2,1,0,1,2,m,3,0,0,0,0,9,0,0,1,1,1,0,0,0,1,1,2
55,1,19,45,2,22.1,2,2,12,0,2,4,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
35,0,6,30,2,15.1,2,1,8,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
42,1,12,124,4,62.1,3,2,21,0,3,4,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
58,1,18,165,4,82.2,3,1,35,0,3,5,m,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2
50,1,13,42,2,20.4,2,4,15,0,3,5,m,4,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,2
26,0,4,22,1,10.7,1,1,1,0,1,1,m,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
41,1,8,38,2,19,2,3,0,0,1,1,f,4,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1
29,1,9,22,1,11,1,1,7,0,2,3,f,5,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1
42,1,4,77,4,38.7,3,4,13,0,2,3,f,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
51,1,26,45,2,22.5,2,4,5,0,2,4,f,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
34,1,7,21,1,10.3,1,1,1,0,1,1,m,4,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
33,1,4,32,2,16.1,2,2,4,0,1,4,f,5,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1
48,1,26,158,4,79.3,3,2,29,0,3,4,m,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2
34,1,9,31,2,15.4,2,2,7,0,2,2,f,5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1
24,0,4,18,1,8.9,1,3,2,0,1,1,f,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
44,0,21,57,3,27.9,2,5,12,0,2,3,f,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
67,1,10,80,4,39.5,3,2,36,1,3,5,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2
28,0,4,17,1,8.3,1,5,2,0,1,2,f,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1
45,0,5,84,4,43,3,3,17,0,3,5,m,1,1,0,0,0,8,1,0,1,1,1,0,0,0,1,1,2
46,1,11,234,4,72.9,3,4,19,0,3,2,f,5,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1
50,0,14,20,1,9.9,1,2,3,0,1,2,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2
50,1,31,72,3,35.9,3,1,23,0,3,5,m,5,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,2
25,0,2,32,2,15.5,2,2,5,0,2,2,f,3,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
57,1,24,36,2,18.1,2,2,0,0,1,3,f,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
48,0,14,82,4,40.8,3,1,14,0,2,2,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,2
48,0,23,189,4,93.8,3,2,26,0,3,4,m,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2
45,1,25,48,2,24.5,2,2,9,0,2,1,f,2,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
51,0,24,129,4,65.7,3,1,24,0,3,3,m,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,2
50,0,8,61,3,30.6,3,3,10,0,2,2,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
48,0,14,241,4,76,3,4,23,0,3,4,f,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
46,0,23,141,4,71.4,3,2,14,0,2,3,m,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2
22,0,2,23,1,11.7,1,2,2,0,1,2,m,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2
38,0,3,138,4,69.1,3,3,14,0,2,4,f,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
26,1,7,18,1,9,1,3,1,0,1,2,m,5,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2
62,1,0,143,4,72.5,3,1,27,0,3,2,m,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2
46,0,10,34,2,16.8,2,1,1,0,1,1,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
42,1,6,69,3,33.9,3,2,16,0,3,3,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
41,0,12,23,1,11,1,3,4,0,1,2,m,1,0,0,1,1,8,1,1,1,1,1,0,0,0,0,1,2
38,0,14,56,3,28,2,2,14,0,2,5,m,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
47,1,2,121,4,60.2,3,4,7,0,2,2,f,4,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
57,1,28,80,4,40.5,3,1,24,0,3,2,f,4,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
43,0,7,59,3,28.8,2,4,15,0,3,2,f,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
42,1,15,31,2,15.2,2,2,3,0,1,4,m,5,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
74,0,4,34,2,16.9,2,2,9,0,2,3,f,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
55,0,1,119,4,58.1,3,3,12,0,2,2,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
26,1,7,22,1,10.7,1,4,1,0,1,1,f,2,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
49,0,0,74,3,36.8,3,1,27,0,3,4,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1
22,1,3,20,1,10,1,1,4,0,1,3,f,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
41,1,17,103,4,50.6,3,5,6,0,2,2,m,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2
38,0,19,60,3,30.2,3,2,12,0,2,2,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2
31,0,1,39,2,20,2,3,9,0,2,3,f,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
20,0,0,20,1,10.1,1,3,0,0,1,3,m,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
51,0,22,24,1,11.5,1,3,5,0,2,3,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
44,1,16,44,2,22,2,4,4,0,1,2,f,2,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
57,0,37,85,4,41.5,3,2,21,0,3,3,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
56,0,10,179,4,89.6,3,1,29,0,3,4,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
28,1,5,28,2,14.5,1,5,0,0,1,1,m,4,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2
52,0,15,23,1,11.5,1,1,13,0,2,2,f,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
37,1,15,90,4,46,3,3,14,0,2,4,m,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,2
18,1,0,14,1,6.9,1,2,0,0,1,1,f,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
32,1,13,27,2,13.7,1,4,8,0,2,2,f,5,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
63,1,38,24,1,12.3,1,1,11,0,2,2,m,4,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2
43,1,13,73,3,36.1,3,3,12,0,2,4,f,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
41,0,19,64,3,31.9,3,2,16,0,3,3,m,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,2
28,0,4,46,2,23.3,2,2,7,0,2,2,f,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38,0,10,113,4,56.6,3,1,13,0,2,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
35,0,7,38,2,19.7,2,4,3,0,1,2,m,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,2
51,1,12,110,4,54.8,3,3,14,0,2,4,m,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,2
38,0,10,63,3,31,3,1,20,0,3,4,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
37,1,11,66,3,32.9,3,4,10,0,2,4,f,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
49,0,28,49,2,24.2,2,1,5,0,2,2,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2
34,0,8,77,4,38.2,3,2,15,0,3,5,m,2,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
39,1,9,31,2,15.5,2,1,7,0,2,3,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
48,1,9,49,2,24.6,2,2,11,0,2,4,m,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2
35,1,16,39,2,19.6,2,5,1,0,1,2,m,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2
30,1,6,37,2,18.7,2,4,3,0,1,3,f,4,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
23,0,4,25,2,12.6,1,1,5,0,2,4,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
32,0,0,25,2,12.7,1,2,4,0,1,2,f,3,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1
26,1,4,19,1,9.4,1,4,2,0,1,1,f,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1
31,1,7,24,1,11.9,1,4,1,0,1,3,f,5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
26,1,7,21,1,11,1,2,7,0,2,2,m,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2
49,0,19,46,2,22.7,2,2,7,0,2,4,f,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
48,0,26,98,4,49.1,3,2,22,0,3,3,f,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
62,0,4,17,1,8.6,1,1,15,1,3,3,f,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
44,0,19,53,3,26.1,2,3,8,0,2,4,f,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1
59,1,36,33,2,16.4,2,1,9,0,2,4,f,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1
54,1,5,124,4,61.7,3,2,29,0,3,5,m,3,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,2
36,0,12,92,4,45.4,3,4,7,0,2,4,f,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
23,0,0,11,1,5.6,1,4,0,0,1,1,m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
63,1,14,10,1,5.2,1,1,9,1,2,3,m,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2
39,0,12,23,1,11.1,1,4,0,0,1,1,m,4,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,2
42,1,6,22,1,11,1,3,3,0,1,3,f,2,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1
59,0,30,87,4,43.8,3,2,28,0,3,5,m,3,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2
58,0,19,239,4,76.4,3,2,33,0,3,2,f,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
38,0,18,33,2,16.7,2,2,16,0,3,4,f,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
28,0,0,26,2,12.9,1,3,4,0,1,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
56,1,0,29,2,14.2,1,2,11,0,2,5,f,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
